#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NDUFB4	NDUFB7	9606.ENSP00000184266	9606.ENSP00000215565	0	0	0	0	0.682	0.949	0.967	0.745	0.999
NDUFB4	NDUFB6	9606.ENSP00000184266	9606.ENSP00000369176	0	0	0	0	0.919	0.894	0.967	0.889	0.999
NDUFB4	NDUFS8	9606.ENSP00000184266	9606.ENSP00000315774	0	0	0	0	0.744	0.911	0.967	0.503	0.999
NDUFB6	NDUFB7	9606.ENSP00000369176	9606.ENSP00000215565	0	0	0	0	0.888	0.990	0.967	0.761	0.999
NDUFB6	NDUFS8	9606.ENSP00000369176	9606.ENSP00000315774	0	0	0	0	0.776	0.911	0.967	0.607	0.999
NDUFB7	NDUFS8	9606.ENSP00000215565	9606.ENSP00000315774	0	0	0	0	0.958	0.995	0.967	0.784	0.999
NDUFS8	PMPCB	9606.ENSP00000315774	9606.ENSP00000249269	0.110	0	0	0	0.816	0.835	0	0.115	0.973
NDUFS8	SDHB	9606.ENSP00000315774	9606.ENSP00000364649	0	0	0	0	0.977	0.266	0.652	0.769	0.998
NFATC1	SRF	9606.ENSP00000389377	9606.ENSP00000265354	0	0	0	0	0.056	0	0.900	0.252	0.923
NFATC1	PRKACB	9606.ENSP00000389377	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0.303	0.927
NFATC1	PPP3R2	9606.ENSP00000389377	9606.ENSP00000498330	0	0	0	0	0	0.433	0.900	0.165	0.948
NR3C2	REN	9606.ENSP00000350815	9606.ENSP00000272190	0	0	0	0	0	0	0	0.944	0.944
NUDT9	PRPS1	9606.ENSP00000303575	9606.ENSP00000361512	0	0	0	0	0.057	0	0.900	0.273	0.925
PABPC1	UPF1	9606.ENSP00000313007	9606.ENSP00000470142	0	0	0	0	0.152	0.825	0.800	0.890	0.996
PDE2A	PDE5A	9606.ENSP00000334910	9606.ENSP00000347046	0	0	0	0.689	0.042	0.901	0.400	0.228	0.950
PDIA3	TAP1	9606.ENSP00000300289	9606.ENSP00000346206	0	0	0	0	0.060	0.673	0.900	0.266	0.974
PIK3CA	PLCG1	9606.ENSP00000263967	9606.ENSP00000244007	0	0	0	0	0.049	0.510	0.900	0.500	0.973
PIK3CA	RRAS2	9606.ENSP00000263967	9606.ENSP00000256196	0	0	0	0	0.076	0.954	0.650	0.304	0.988
PIK3CA	PIP5K1C	9606.ENSP00000263967	9606.ENSP00000466363	0	0	0	0	0	0	0.913	0.219	0.929
PLCB1	PRKCA	9606.ENSP00000338185	9606.ENSP00000408695	0	0	0	0	0.070	0	0.900	0.477	0.947
PLCG1	PPP3R2	9606.ENSP00000244007	9606.ENSP00000498330	0	0	0	0	0	0	0.900	0	0.900
PLCG1	THEMIS	9606.ENSP00000244007	9606.ENSP00000487358	0	0	0	0	0.059	0.516	0.720	0.406	0.914
PLCG1	TRPC3	9606.ENSP00000244007	9606.ENSP00000368966	0	0	0	0	0	0	0.500	0.854	0.923
PLCG1	TESPA1	9606.ENSP00000244007	9606.ENSP00000400892	0	0	0	0	0.049	0.292	0.900	0.348	0.950
PLCG1	PRKCA	9606.ENSP00000244007	9606.ENSP00000408695	0	0	0	0	0.072	0	0.900	0.592	0.958
POMGNT1	RXYLT1	9606.ENSP00000361060	9606.ENSP00000261234	0	0	0	0	0.044	0.512	0	0.814	0.905
PPP1CA	PPP1R3B	9606.ENSP00000326031	9606.ENSP00000308318	0	0	0	0	0	0.734	0.900	0.487	0.985
PRKACB	SLC12A2	9606.ENSP00000359719	9606.ENSP00000262461	0	0	0	0	0.058	0.052	0.900	0.331	0.932
PRKACB	PRKAR2B	9606.ENSP00000359719	9606.ENSP00000265717	0	0.339	0	0	0.181	0.900	0.900	0.927	0.999
PRKCA	RRAS2	9606.ENSP00000408695	9606.ENSP00000256196	0	0	0	0	0.060	0	0.900	0.105	0.908
PRKCA	TRPC3	9606.ENSP00000408695	9606.ENSP00000368966	0	0	0	0	0.109	0.142	0.900	0.251	0.935
PRPF19	RBM22	9606.ENSP00000227524	9606.ENSP00000199814	0	0	0	0	0.058	0.994	0.900	0.369	0.999
PRPF19	SNRPE	9606.ENSP00000227524	9606.ENSP00000400591	0	0	0	0	0.521	0.991	0.900	0.472	0.999
PSMA3	PSMA4	9606.ENSP00000216455	9606.ENSP00000044462	0	0	0	0.743	0.949	0.999	0.900	0.776	0.999
PSMA3	PSMC4	9606.ENSP00000216455	9606.ENSP00000157812	0.057	0	0	0	0.510	0.993	0	0.674	0.998
PSMA3	PSMD8	9606.ENSP00000216455	9606.ENSP00000215071	0	0	0	0	0.693	0.994	0	0.484	0.999
PSMA4	PSMD8	9606.ENSP00000044462	9606.ENSP00000215071	0	0	0	0	0.876	0.995	0	0.529	0.999
PSMA4	PSMC4	9606.ENSP00000044462	9606.ENSP00000157812	0.057	0	0	0	0.716	0.993	0	0.643	0.999
PSMC4	PSMD8	9606.ENSP00000157812	9606.ENSP00000215071	0	0	0	0	0.861	0.999	0.720	0.871	0.999
PSMC4	PSMD5	9606.ENSP00000157812	9606.ENSP00000210313	0	0	0	0	0.108	0.994	0.720	0.626	0.999
PSMD5	PSMD8	9606.ENSP00000210313	9606.ENSP00000215071	0	0	0	0	0.124	0.994	0.720	0.670	0.999
RANGAP1	SENP2	9606.ENSP00000401470	9606.ENSP00000296257	0	0	0	0	0.067	0.961	0	0.734	0.989
RASA2	RRAS2	9606.ENSP00000286364	9606.ENSP00000256196	0	0	0	0	0.042	0.084	0.900	0.327	0.933
RBM22	SNRPE	9606.ENSP00000199814	9606.ENSP00000400591	0	0	0	0	0.114	0.983	0.900	0.296	0.998
RBM41	SNRPE	9606.ENSP00000361557	9606.ENSP00000400591	0	0	0	0	0.193	0.747	0.540	0.083	0.902
RIOK2	RPS23	9606.ENSP00000283109	9606.ENSP00000296674	0	0	0	0	0.055	0.975	0	0.226	0.980
RIOK2	RPS20	9606.ENSP00000283109	9606.ENSP00000429374	0	0	0	0	0.049	0.991	0	0.563	0.995
RPL37	RPS23	9606.ENSP00000274242	9606.ENSP00000296674	0	0	0	0	0.999	0.991	0	0.465	0.999
RPL37	RPS20	9606.ENSP00000274242	9606.ENSP00000429374	0	0	0	0	0.992	0.991	0	0.657	0.999
RPS20	RPS23	9606.ENSP00000429374	9606.ENSP00000296674	0.111	0	0	0	0.999	0.995	0.900	0.782	0.999
RPS23	UTP18	9606.ENSP00000296674	9606.ENSP00000225298	0	0	0	0	0.097	0.987	0.400	0.123	0.993
RPS23	WDR75	9606.ENSP00000296674	9606.ENSP00000314193	0	0	0	0	0.088	0.987	0.400	0	0.992
SCN2A	SCN3B	9606.ENSP00000490107	9606.ENSP00000376523	0	0	0	0	0.152	0	0.720	0.807	0.950
SDHAF3	SDHB	9606.ENSP00000414066	9606.ENSP00000364649	0	0	0	0	0.070	0.807	0	0.645	0.930
SLC33A1	ST8SIA1	9606.ENSP00000496241	9606.ENSP00000379353	0	0	0	0	0	0	0.900	0.057	0.901
SLC38A1	SLC38A2	9606.ENSP00000449756	9606.ENSP00000256689	0	0	0.067	0.930	0.067	0	0.900	0.108	0.912
SLC9A6	SLC9B2	9606.ENSP00000359729	9606.ENSP00000378265	0	0	0	0	0.049	0	0	0.917	0.918
SMARCA2	SMARCD2	9606.ENSP00000371638	9606.ENSP00000392617	0	0	0	0	0.112	0.936	0.900	0.869	0.999
SNAP29	STXBP5	9606.ENSP00000215730	9606.ENSP00000321826	0	0	0	0	0.049	0.804	0.540	0.564	0.957
SNAP29	STX17	9606.ENSP00000215730	9606.ENSP00000259400	0	0	0	0	0.071	0.999	0.900	0.998	0.999
SNAP29	STX7	9606.ENSP00000215730	9606.ENSP00000356918	0	0	0	0	0.096	0.822	0.540	0.990	0.999
SNRPE	SRSF1	9606.ENSP00000400591	9606.ENSP00000258962	0	0	0	0	0.681	0.857	0	0.345	0.967
SRCAP	YEATS4	9606.ENSP00000262518	9606.ENSP00000247843	0	0	0	0	0.121	0.926	0	0.856	0.989
SRSF1	SRSF11	9606.ENSP00000258962	9606.ENSP00000359988	0	0	0	0	0.185	0.230	0.800	0.595	0.942
STN1	XRCC5	9606.ENSP00000224950	9606.ENSP00000375978	0	0	0	0	0.049	0.113	0.720	0.679	0.914
STX7	STXBP5	9606.ENSP00000356918	9606.ENSP00000321826	0	0	0	0	0.072	0.783	0.540	0.540	0.951
TCTN3	TMEM67	9606.ENSP00000483364	9606.ENSP00000389998	0	0	0	0	0.042	0	0.800	0.925	0.984
TLE3	TLE5	9606.ENSP00000452871	9606.ENSP00000221561	0	0	0	0.915	0.083	0.773	0.500	0.424	0.932
TMEM237	TMEM67	9606.ENSP00000386264	9606.ENSP00000389998	0	0	0	0	0.114	0	0	0.939	0.943
TNFAIP3	TNFRSF1A	9606.ENSP00000481570	9606.ENSP00000162749	0	0	0	0	0.047	0.994	0.500	0.575	0.998
TRPC1	TRPC3	9606.ENSP00000419313	9606.ENSP00000368966	0	0	0.093	0.839	0.076	0.631	0.500	0.898	0.981
UTP18	WDR75	9606.ENSP00000225298	9606.ENSP00000314193	0	0	0	0	0.769	0.987	0.500	0.645	0.999
