#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPL27A	RPS9	9606.ENSP00000346015	9606.ENSP00000375632	0.057	0	0	0	0.990	0.993	0	0.957	0.999
RPL28	RPL38	9606.ENSP00000452763	9606.ENSP00000309830	0	0	0	0	0.971	0.993	0	0.622	0.999
RPL28	RPS9	9606.ENSP00000452763	9606.ENSP00000375632	0	0	0	0	0.980	0.991	0	0.938	0.999
RPL38	RPS9	9606.ENSP00000309830	9606.ENSP00000375632	0	0	0	0	0.945	0.993	0	0.438	0.999
RPS9	WDR43	9606.ENSP00000375632	9606.ENSP00000384302	0	0	0	0	0.217	0.981	0.500	0.101	0.992
SCARB1	TLR6	9606.ENSP00000261693	9606.ENSP00000389600	0	0	0	0	0.060	0	0	0.993	0.993
SF3A3	SFSWAP	9606.ENSP00000362110	9606.ENSP00000437738	0	0	0	0	0.082	0	0	0.898	0.902
SF3A3	SNRPB	9606.ENSP00000362110	9606.ENSP00000412566	0	0	0	0	0.435	0.981	0.900	0.333	0.999
SNRPB	YBX1	9606.ENSP00000412566	9606.ENSP00000361626	0	0	0	0	0.101	0.312	0.900	0	0.932
TADA2B	TAF9B	9606.ENSP00000308022	9606.ENSP00000339917	0	0	0	0	0	0.956	0.800	0.323	0.993
TUBA1C	TUBB4A	9606.ENSP00000443475	9606.ENSP00000264071	0	0	0.068	0.915	0.309	0.427	0.650	0.860	0.978
TYMP	UPP1	9606.ENSP00000379038	9606.ENSP00000330032	0.102	0	0	0	0.385	0	0.978	0.962	0.999
XRCC4	ZSWIM7	9606.ENSP00000421491	9606.ENSP00000382218	0	0	0	0	0.042	0	0.900	0	0.900
YWHAG	YWHAQ	9606.ENSP00000306330	9606.ENSP00000371267	0	0	0.056	0.969	0.267	0.627	0.500	0.414	0.910
YWHAG	YWHAZ	9606.ENSP00000306330	9606.ENSP00000379287	0	0	0.054	0.973	0.141	0.836	0.500	0.810	0.985
YWHAQ	YWHAZ	9606.ENSP00000371267	9606.ENSP00000379287	0	0	0.051	0.979	0.189	0.705	0.900	0.566	0.988
