#node	identifier	domain_summary_url	annotation	other_names_and_aliases
ACTG1	9606.ENSP00000458162	Actin, cytoplasmic 2, N-terminally processed; Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells.	https://smart.embl.de/smart/DDvec.cgi?smart=375:ACTIN(5|375)+	5JLH,6CXI,6CXJ,6G2T,71,A8K7C2,AAA51579.1,AAA51580.1,AAH00292.1,AAH01920.1,AAH07442.1,AAH09848.1,AAH10999.1,AAH12050.1,AAH15005.1,AAH15695.1,AAH15779.1,AAH18774.1,AAH53572.1,AAV38659.1,AC139149,ACT,ACTG,ACTG1,ACTG1-201,ACTG1-202,ACTG1-203,ACTG1-204,ACTG1-205,ACTG1-206,ACTG1-207,ACTG1-208,ACTG1-209,ACTG1-210,ACTG1-211,ACTG1-212,ACTG1-213,ACTG1-214,ACTG1-215,ACTG1-216,ACTG_HUMAN,AK291937,Actin beta/gamma 1,Actin gamma 1,Actin, cytoplasmic 2,Actin, cytoplasmic 2, N-terminally processed,BAF84626.1,BC000292,BC001920,BC007442,BC009848,BC010999,BC012050,BC015005,BC015695,BC015779,BC018774,BC053572,BT019856,CAA27723.1,CCDS11782,CCDS11782.1,DFNA20,DFNA26,ENSG00000184009,ENSP00000331514,ENSP00000438755,ENSP00000458162,ENSP00000458435,ENSP00000459119,ENSP00000459124,ENSP00000460464,ENSP00000460472,ENSP00000460660,ENSP00000461407,ENSP00000461672,ENSP00000462823,ENSP00000466346,ENSP00000477968,ENSP00000493648,ENST00000331925,ENST00000447294,ENST00000570382,ENST00000570382.1,ENST00000571327,ENST00000571691,ENST00000571691.5,ENST00000571721,ENST00000571721.5,ENST00000572105,ENST00000572105.6,ENST00000573283,ENST00000573283.7,ENST00000574671,ENST00000574671.5,ENST00000575087,ENST00000575087.5,ENST00000575659,ENST00000575659.5,ENST00000575842,ENST00000575842.5,ENST00000575994,ENST00000575994.5,ENST00000576209,ENST00000576209.5,ENST00000576214,ENST00000576214.2,ENST00000576544,ENST00000576544.5,ENST00000576917,ENST00000576917.5,ENST00000615544,ENST00000615544.4,ENST00000644774,ENST00000644774.1,Gamma-actin,HEL-176,HGNC:144,HPA041264,HPA041271,I3L1U9,I3L3I0,I3L3R2,I3L4N8,J3KT65,K7EM38,M16247,M19283,NM_001199954,NM_001199954.1,NM_001199954.2,NM_001614,NM_001614.3,NM_001614.5,NP_001186883,NP_001186883.1,NP_001605,NP_001605.1,NR_037688,NR_037688.3,NX_P63261,OMIM:102560,OTTHUMG00000177955,P02571,P14104,P63261,P99022,Q5U032,Q96E67,R-HSA-1266738,R-HSA-1280215,R-HSA-1445148,R-HSA-1500931,R-HSA-157858,R-HSA-162582,R-HSA-1643685,R-HSA-168249,R-HSA-168256,R-HSA-190828,R-HSA-190873,R-HSA-194138,R-HSA-194315,R-HSA-195258,R-HSA-196025,R-HSA-199991,R-HSA-2029480,R-HSA-2029482,R-HSA-2682334,R-HSA-373760,R-HSA-3928662,R-HSA-3928665,R-HSA-418990,R-HSA-421270,R-HSA-422475,R-HSA-437239,R-HSA-4420097,R-HSA-445095,R-HSA-446353,R-HSA-446728,R-HSA-5626467,R-HSA-5653656,R-HSA-5663202,R-HSA-5663213,R-HSA-5663220,R-HSA-5673001,R-HSA-5674135,R-HSA-5683057,R-HSA-5684996,R-HSA-6802946,R-HSA-6802948,R-HSA-6802949,R-HSA-6802952,R-HSA-6802955,R-HSA-6802957,R-HSA-8856828,R-HSA-9006934,R-HSA-9607240,R-HSA-9649948,UPI0000000C38,UPI0000E03BBD,UPI0000E5A0EF,UPI00025A2E25,UPI00025A2E26,UPI0003F482A4,X04098,actin gamma 1,deafness, autosomal dominant 20,deafness, autosomal dominant 26,hsa:71,uc002kak.3,uc002kal.3
ACTR6	9606.ENSP00000188312	Actin related protein 6; Belongs to the actin family. ARP6 subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=396:ACTIN(1|395)+	64431,6IGM,AAH15107.1,AAK14934.1,AB038229,AC010203,AC026110,ACTR6,ACTR6-201,ACTR6-202,ACTR6-203,ACTR6-204,ACTR6-205,ACTR6-206,ACTR6-207,ACTR6-208,ACTR6-209,ACTR6-210,ACTR6-211,ACTR6-212,ACTR6-213,AF212251,AK023495,AK023684,AK124075,AK222959,AK296991,ARP6,ARP6 actin related protein 6 homolog,ARP6 actin-related protein 6 homolog (yeast),ARP6_HUMAN,Actin related protein 6,Actin-related protein 6,B3KW37,B4DLG9,BAB14588.1,BAB14640.1,BAB20762.1,BAD96679.1,BAG53999.1,BAG59531.1,BC015107,CCDS9074,CCDS9074.1,CDA12,CH471054,EAW97623.1,EAW97626.1,ENSG00000075089,ENSP00000188312,ENSP00000409636,ENSP00000447237,ENSP00000447565,ENSP00000447641,ENSP00000448356,ENSP00000448447,ENSP00000448508,ENSP00000448669,ENSP00000450330,ENST00000188312,ENST00000188312.6,ENST00000416520,ENST00000546902,ENST00000546902.5,ENST00000547458,ENST00000547458.5,ENST00000548180,ENST00000548180.5,ENST00000549977,ENST00000549977.5,ENST00000550813,ENST00000550813.5,ENST00000551440,ENST00000551440.1,ENST00000551517,ENST00000551517.5,ENST00000551617,ENST00000551617.1,ENST00000551652,ENST00000551652.5,ENST00000552064,ENST00000552064.5,ENST00000552376,ENST00000552376.5,ENST00000553038,ENST00000553038.5,F8VP72,F8VRL1,F8VSD1,F8W043,F8W057,F8W0Q1,FLJ13433,G3V1Y1,HGNC:24025,HPA038587,HPA038588,HSPC281,MSTP136,NM_022496,NM_022496.4,NP_071941,NP_071941.1,NR_048568,NR_048568.2,NR_048569,NR_048569.2,NX_Q9GZN1,OTTHUMG00000170245,Q53GH2,Q9BY39,Q9GZN1,Q9H8H6,UPI0000044716,UPI00001FB37A,UPI00004DCB7D,UPI0000D4BD32,UPI0000D4E55B,UPI00020CE291,UPI00020CE292,UPI00020CE293,URS00008C3CDB,XM_017019821.1,XP_016875310.1,actin related protein 6,hARP6,hARPX,hArp6,hsa:64431,uc001thb.3
ACVR1B	9606.ENSP00000442656	Activin receptor type-1B; Transmembrane serine/threonine kinase activin type-1 receptor forming an activin receptor complex with activin receptor type-2 (ACVR2A or ACVR2B). Transduces the activin signal from the cell surface to the cytoplasm and is thus regulating a many physiological and pathological processes including neuronal differentiation and neuronal survival, hair follicle development and cycling, FSH production by the pituitary gland, wound healing, extracellular matrix production, immunosuppression and carcinogenesis. Activin is also thought to have a paracrine or autocrine  [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=546:SIGNAL(1|31)+Pfam_Activin_recp(32|105)+TRANS(127|149)+GS(177|207)+Pfam_Pkinase_Tyr(312|535)+	2.7.11.30,91,AAA50246.1,AAA53349.1,AAA53350.1,AAA53351.1,AAA60555.1,AAA60556.1,AAH00254.1,AAH40531.1,AAP35735.1,AC025259,ACTR-IB,ACV1B_HUMAN,ACVR1B,ACVR1B-201,ACVR1B-202,ACVR1B-203,ACVR1B-204,ACVR1B-205,ACVR1B-206,ACVR1B-207,ACVRLK4,AK299120,AK299496,ALK-4,ALK4,ActRIB,Activin A receptor type 1B,Activin receptor type IB,Activin receptor type-1B,Activin receptor-like kinase 4,B7Z5L8,B7Z5W5,BAH12954.1,BAH13051.1,BC000254,BC040531,BT007072,CAA80258.1,CAB026126,CCDS44893,CCDS44893.2,CCDS44894,CCDS44894.2,CCDS8816,CCDS8816.1,CHEMBL5310,ENSG00000135503,ENSP00000257963,ENSP00000390477,ENSP00000397550,ENSP00000442656,ENSP00000442885,ENSP00000443218,ENSP00000456299,ENST00000257963,ENST00000257963.8,ENST00000415850,ENST00000415850.6,ENST00000426655,ENST00000426655.6,ENST00000536420,ENST00000536420.5,ENST00000541224,ENST00000541224.5,ENST00000542485,ENST00000542485.1,ENST00000563121,ENST00000563121.1,ENST00000563546,F5H5Q2,HGNC:172,HPA063761,L10125,L10126,L31848,NM_004302,NM_004302.4,NM_004302.5,NM_020327,NM_020327.3,NM_020328,NM_020328.3,NM_020328.4,NP_004293,NP_004293.1,NP_064732,NP_064732.3,NP_064733,NP_064733.3,NX_P36896,OMIM:601300,OTTHUMG00000167920,P36896,Q15479,Q15480,Q15481,Q15482,R-HSA-1181150,R-HSA-1266738,R-HSA-1433617,R-HSA-1502540,R-HSA-162582,R-HSA-9006936,SKR2,Serine/threonine-protein kinase receptor R2,U14722,UPI000000D98F,UPI000002ACCA,UPI000002ACCB,UPI0001914EF3,UPI0001915052,UPI000204AB6D,XM_011538966,XM_011538966.3,XM_017020201,XM_017020201.2,XP_011537268,XP_011537268.1,XP_016875690,XP_016875690.1,Z22536,activin A receptor type 1B,activin A receptor, type IB,uc001rzl.4,uc001rzn.4
ACVR1C	9606.ENSP00000243349	Activin receptor type-1C; Serine/threonine protein kinase which forms a receptor complex on ligand binding. The receptor complex consisting of 2 type II and 2 type I transmembrane serine/threonine kinases. Type II receptors phosphorylate and activate type I receptors which autophosphorylate, then bind and activate SMAD transcriptional regulators, SMAD2 and SMAD3. Receptor for activin AB, activin B and NODAL. Plays a role in cell differentiation, growth arrest and apoptosis.	https://smart.embl.de/smart/DDvec.cgi?smart=493:SIGNAL(1|20)+TRANS(114|136)+GS(165|195)+	130399,2.7.11.30,AAH22530.1,AAM93495.1,AAP21993.1,AAP21994.1,AAP21995.1,AAX88951.1,AC019186,AC079750,ACTR-IC,ACV1C_HUMAN,ACVR1C,ACVR1C-201,ACVR1C-202,ACVR1C-203,ACVR1C-204,ACVRLK7,AF525679,AF525680,AF525681,ALK-7,ALK7,AY127050,Activin A receptor type 1C,Activin receptor type IC,Activin receptor type-1C,Activin receptor-like kinase 7,BC022530,CCDS2205,CCDS2205.1,CCDS46432,CCDS46432.1,CCDS46433,CCDS46433.1,CCDS46434,CCDS46434.1,CHEMBL5642,EC 2.7.11.30,ENSG00000123612,ENSP00000243349,ENSP00000335139,ENSP00000335178,ENSP00000387168,ENST00000243349,ENST00000243349.12,ENST00000335450,ENST00000335450.7,ENST00000335452,ENST00000348328,ENST00000348328.9,ENST00000409680,ENST00000409680.7,HGNC:18123,HPA007982,HPA011933,NM_001111031,NM_001111031.1,NM_001111032,NM_001111032.1,NM_001111032.2,NM_001111033,NM_001111033.1,NM_001111033.2,NM_145259,NM_145259.2,NM_145259.3,NP_001104501,NP_001104501.1,NP_001104502,NP_001104502.1,NP_001104503,NP_001104503.1,NP_660302,NP_660302.2,NX_Q8NER5,OMIM:608981,OTTHUMG00000131964,Q4ZFZ8,Q86UL1,Q86UL2,Q8NER5,Q8TBG2,R-HSA-1181150,R-HSA-1266738,R-HSA-1433617,R-HSA-1502540,R-HSA-162582,R-HSA-9006936,UPI000006CFAE,UPI0000190E95,UPI0000190E96,UPI0000190E97,activin A receptor type 1C,activin A receptor, type IC,hsa:130399,uc002tzk.5
ADAMTSL2	9606.ENSP00000346478	ADAMTS-like protein 2; ADAMTS like 2.	https://smart.embl.de/smart/DDvec.cgi?smart=951:SIGNAL(1|22)+TSP1(50|106)+Pfam_ADAM_spacer1(214|331)+TSP1(567|623)+TSP1(625|686)+TSP1(688|738)+TSP1(741|790)+TSP1(797|855)+TSP1(857|908)+Pfam_PLAC(916|947)+	9719,AAH50544.1,AB011177,ADAMTS like 2,ADAMTS-like protein 2,ADAMTSL-2,ADAMTSL2,ADAMTSL2-201,ADAMTSL2-202,ADAMTSL2-203,ADAMTSL2-204,ATL2_HUMAN,B1B0D4,B1B0D5,BAA25531.2,BC050544,BX324209,BX629352,BX649571,CCDS6976,CCDS6976.1,ENSG00000197859,ENSP00000346478,ENSP00000350993,ENSP00000376780,ENSP00000376781,ENSP00000498961,ENST00000354484,ENST00000354484.8,ENST00000358255,ENST00000393060,ENST00000393060.1,ENST00000393061,ENST00000393061.7,ENST00000651351,GPHYSD1,HGNC:14631,HPA045634,HPA053812,KIAA0605,NM_001145320,NM_001145320.1,NM_014694,NM_014694.3,NM_014694.4,NP_001138792,NP_001138792.1,NP_055509,NP_055509.2,NX_Q86TH1,O60345,OMIM:612277,OTTHUMG00000131706,Q86TH1,R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-597592,UPI000018CEA2,UPI0000E5AFD2,XM_005272237,XM_005272237.3,XM_005272238,XM_005272238.3,XM_005272239,XM_005272239.2,XM_011519241,XM_011519241.2,XM_011519242,XM_011519242.3,XP_005272294,XP_005272294.1,XP_005272295,XP_005272295.1,XP_005272296,XP_005272296.1,XP_011517543,XP_011517543.2,XP_011517544,XP_011517544.1,hsa:9719,uc011mdl.2
ADGRG6	9606.ENSP00000356581	Adhesion G-protein coupled receptor G6; G-protein coupled receptor which is activated by type IV collagen, a major constituent of the basement membrane (By similarity). Couples to G(i)-proteins as well as G(s)-proteins. Essential for normal differentiation of promyelinating Schwann cells and for normal myelination of axons. Regulates neural, cardiac and ear development via G-protein- and/or N-terminus- dependent signaling (By similarity). May act as a receptor for PRNP which may promote myelin homeostasis (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=1250:SIGNAL(1|37)+CUB(41|149)+Pfam_Pentaxin(157|348)+GPS(799|852)+Pfam_7tm_2(861|1110)+	57211,AAH75798.1,AAO13250.1,AAO27356.1,AAR88427.1,AB183546,AB183547,AB183548,AB183549,ADGRG6,ADGRG6 C-terminal fragment,ADGRG6 N-terminal fragment,ADGRG6-201,ADGRG6-202,ADGRG6-203,ADGRG6-204,ADGRG6-205,ADGRG6-206,ADGRG6-207,ADGRG6-208,ADGRG6-209,ADGRG6-210,ADGRG6-211,ADGRG6-212,ADGRG6-213,ADGRG6-214,ADGRG6-CTF,ADGRG6-NTF,AF216967,AGRG6_HUMAN,AK027843,AK075087,AL033377,AL360007,APG1,AY181244,AY426673,Adhesion G protein-coupled receptor G6,Adhesion G-protein coupled receptor G6,BAB55406.1,BAC11393.1,BAD27571.1,BAD27572.1,BAD27573.1,BAD27574.1,BC075798,BX640873,BX640971,CAE45930.1,CAE45986.1,CCDS47489,CCDS47489.1,CCDS47490,CCDS47490.1,CCDS47491,CCDS47491.1,CCDS55064,CCDS55064.1,DREG,ENSG00000112414,ENSP00000230173,ENSP00000296932,ENSP00000318051,ENSP00000338883,ENSP00000356580,ENSP00000356581,ENSP00000438366,ENSP00000439371,ENSP00000444123,ENSP00000446287,ENST00000230173,ENST00000230173.10,ENST00000296932,ENST00000296932.12,ENST00000314408,ENST00000337866,ENST00000367608,ENST00000367608.6,ENST00000367609,ENST00000367609.7,ENST00000415128,ENST00000415128.6,ENST00000435011,ENST00000435011.6,ENST00000463637,ENST00000463637.1,ENST00000472054,ENST00000472054.2,ENST00000497898,ENST00000497898.2,ENST00000508295,ENST00000508295.2,ENST00000538281,ENST00000538281.1,ENST00000540208,ENST00000540208.1,ENST00000541199,ENST00000541199.5,ENST00000545477,ENST00000545477.1,F5H054,F5H2L1,FLJ14937,G protein-coupled receptor 126,G-protein coupled receptor 126,GPR126,H0YFM8,H0YGP2,HGNC:13841,HPA017346,LCCS9,NM_001032394,NM_001032394.2,NM_001032395,NM_001032395.2,NM_020455,NM_020455.5,NM_198569,NM_198569.2,NM_198569.3,NP_001027566,NP_001027566.1,NP_001027567,NP_001027567.1,NP_065188,NP_065188.4,NP_940971,NP_940971.1,NP_940971.2,NX_Q86SQ4,OMIM:612243,OTTHUMG00000015709,P02.017,PR126,PS1TP2,Q5TGN7,Q6DHZ4,Q6F3F5,Q6F3F6,Q6F3F7,Q6F3F8,Q6MZU7,Q86SQ4,Q8IXA4,Q8NC14,Q96JW0,UPI000020E324,UPI000022CCE4,UPI000022CCE5,UPI000046FFCF,UPI000204A7BA,UPI000204A7BB,UPI000204A7BC,UPI000204A7BD,URS0000EA2C1A,URS0000EA47D6,URS0000EBEFE7,VIGR,Vascular inducible G protein-coupled receptor,XM_005267061,XM_005267061.3,XM_006715516,XM_006715516.2,XM_006715517,XM_006715517.2,XM_006715518,XM_006715518.2,XM_011535964,XM_011535964.1,XM_017011085,XM_017011085.1,XP_005267118,XP_005267118.1,XP_006715579,XP_006715579.1,XP_006715580,XP_006715580.1,XP_006715581,XP_006715581.1,XP_011534266,XP_011534266.1,XP_016866574,XP_016866574.1,adhesion G protein-coupled receptor G6,hsa:57211,uc010khc.4
ADGRL1	9606.ENSP00000340688	Adhesion G protein-coupled receptor L1; Calcium-independent receptor of high affinity for alpha- latrotoxin, an excitatory neurotoxin present in black widow spider venom which triggers massive exocytosis from neurons and neuroendocrine cells. Receptor for TENM2 that mediates heterophilic synaptic cell-cell contact and postsynaptic specialization. Receptor probably implicated in the regulation of exocytosis (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=1474:SIGNAL(1|20)+Pfam_Gal_Lectin(48|128)+OLF(142|398)+HormR(476|541)+Pfam_GAIN(549|774)+GPS(798|850)+Pfam_7tm_2(857|1093)+Pfam_Latrophilin(1113|1474)+	22859,AAG27461.1,AAH02974.1,AAH07587.1,AB020628,AB065919,AC011509,AC022098,ADGRL1,ADGRL1-201,ADGRL1-202,ADGRL1-203,ADGRL1-204,ADGRL1-205,ADGRL1-206,ADGRL1-207,ADGRL1-208,AF307079,AGRL1_HUMAN,Adhesion G protein-coupled receptor L1,BAA74844.2,BAC06134.1,BC002974,BC007587,CCDS12307,CCDS12307.1,CCDS32928,CCDS32928.1,CIRL-1,CIRL1,CL1,Calcium-independent alpha-latrotoxin receptor 1,ENSG00000072071,ENSP00000263386,ENSP00000325119,ENSP00000340688,ENSP00000355328,ENSP00000376804,ENSP00000376805,ENSP00000465453,ENSP00000468197,ENSP00000468711,ENST00000263386,ENST00000326692,ENST00000340736,ENST00000340736.10,ENST00000361434,ENST00000361434.7,ENST00000393089,ENST00000393090,ENST00000588677,ENST00000588677.1,ENST00000589616,ENST00000589616.1,ENST00000590223,ENST00000590223.1,ENST00000591528,ENST00000591528.1,ENST00000592164,ENST00000592164.1,ENST00000593005,ENST00000593005.5,HGNC:20973,HPA037974,K7EK47,K7ERC3,K7ESH3,KIAA0821,LEC2,LPHN1,Latrophilin-1,Lectomedin-2,NM_001008701,NM_001008701.2,NM_001008701.3,NM_014921,NM_014921.4,NM_014921.5,NP_001008701,NP_001008701.1,NP_055736,NP_055736.2,NX_O94910,O94910,OMIM:616416,OTTHUMG00000182138,P02.010,Q96IE7,Q9BU07,Q9HAR3,UPI000005046A,UPI000006EBB3,UPI0002840B47,UPI0002840B48,UPI0002840B49,URS0000D6EAB0,XM_005259818,XM_005259818.3,XM_011527796,XM_011527796.2,XM_011527798,XM_011527798.2,XM_011527801,XM_011527801.2,XM_017026475,XM_017026475.1,XM_017026476,XM_017026476.1,XM_017026477,XM_017026477.1,XM_017026478,XM_017026478.1,XM_017026479,XM_017026479.1,XM_017026480,XM_017026480.1,XM_024451420,XM_024451420.1,XP_005259875,XP_005259875.1,XP_011526098,XP_011526098.1,XP_011526100,XP_011526100.1,XP_011526103,XP_011526103.1,XP_016881964,XP_016881964.1,XP_016881965,XP_016881965.1,XP_016881966,XP_016881966.1,XP_016881967,XP_016881967.1,XP_016881968,XP_016881968.1,XP_016881969,XP_016881969.1,XP_024307188,XP_024307188.1,adhesion G protein-coupled receptor L1,hsa:22859,latrophilin 1,uc010xnn.3
ADH5	9606.ENSP00000296412	Alcohol dehydrogenase class-3; Catalyzes the oxidation of long-chain primary alcohols and the oxidation of S-(hydroxymethyl) glutathione. Also oxidizes long chain omega-hydroxy fatty acids, such as 20-HETE, producing both the intermediate aldehyde, 20-oxoarachidonate and the end product, a dicarboxylic acid, (5Z,8Z,11Z,14Z)-eicosatetraenedioate. Class-III ADH is remarkably ineffective in oxidizing ethanol ; Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=374:Pfam_ADH_N(32|160)+Pfam_ADH_zinc_N(202|335)+	1.1.1.-,1.1.1.1,1.1.1.284,128,1M6H,1M6W,1MA0,1MC5,1MP0,1TEH,2FZE,2FZW,3QJ5,AAA51596.1,AAA51597.1,AAA79018.1,AAH14665.1,AAH70491.2,AAV38635.1,AAX81412.1,AC019131,ACV87211.1,ADH-3,ADH5,ADH5-201,ADH5-202,ADH5-203,ADH5-204,ADH5-205,ADH5-206,ADH5-207,ADH5-208,ADH5-209,ADH5-210,ADH5-211,ADH5-212,ADH5-213,ADHX,ADHX_HUMAN,AK312367,AY987960,Alcohol dehydrogenase 5,Alcohol dehydrogenase class chi chain,Alcohol dehydrogenase class-3,Alcohol dehydrogenase class-III,BAG35285.1,BC014665,BC070491,BT019832,CAG46490.1,CCDS47111,CCDS47111.1,CH471057,CHEMBL4116,CR541689,D6R9G2,D6RAY0,D6RFE4,EAX06084.1,EAX06086.1,EC 1.1.1.1,EC 1.1.1.284,ENSG00000197894,ENSP00000296412,ENSP00000421556,ENSP00000422119,ENSP00000424650,ENSP00000427026,ENSP00000427049,ENSP00000487496,ENST00000296412,ENST00000296412.12,ENST00000502386,ENST00000502386.1,ENST00000502590,ENST00000502590.5,ENST00000503130,ENST00000503130.5,ENST00000505652,ENST00000505652.1,ENST00000507102,ENST00000507102.5,ENST00000508146,ENST00000508146.5,ENST00000508511,ENST00000508511.5,ENST00000512604,ENST00000512604.1,ENST00000512621,ENST00000512621.5,ENST00000512659,ENST00000512659.5,ENST00000512991,ENST00000512991.5,ENST00000626055,ENST00000626055.2,FALDH,FDH,GQ472236,GSH-FDH,GSNOR,Glutathione-dependent formaldehyde dehydrogenase,H0YAG8,HEL-S-60p,HGNC:253,HPA044578,HPA061919,M29872,M30471,M81112,M81113,M81114,M81115,M81116,M81117,M81118,NM_000671,NM_000671.4,NP_000662,NP_000662.3,NX_P11766,OMIM:103710,OTTHUMG00000161230,P11766,Q6FHR2,Q6IRT1,R-HSA-1430728,R-HSA-211859,R-HSA-211945,R-HSA-71384,S-(hydroxymethyl)glutathione dehydrogenase,S-nitrosoglutathione reductase,UPI0000000DE6,UPI00004DF2AC,UPI0001D3B6E1,UPI0001D3B6E2,UPI0001D3B6E3,URS0000D6DB28,URS0000D6EC3D,URS0000EAC7EB,alcohol dehydrogenase 5, chi polypeptide,formaldehyde dehydrogenase,hsa:128,uc003hui.5
ADO	9606.ENSP00000362888	2-aminoethanethiol dioxygenase.	https://smart.embl.de/smart/DDvec.cgi?smart=270:Pfam_PCO_ADO(57|268)+	1.13.11.19,2-aminoethanethiol (cysteamine) dioxygenase,2-aminoethanethiol dioxygenase,84890,AAH18660.3,AAH28589.2,AAH67740.2,ADO,ADO-201,AEDO_HUMAN,AK027453,AL133417,B1AL29,BAB55123.1,BC018660,BC028589,BC067740,C10orf22,CCDS7266,CCDS7266.2,CH471083,Cysteamine dioxygenase,EAW54235.1,EC 1.13.11.19,ENSG00000181915,ENSP00000324787,ENSP00000362888,ENST00000314592,ENST00000373783,ENST00000373783.2,FLJ14547,HGNC:23506,HPA039194,HPA040437,NM_032804,NM_032804.5,NM_032804.6,NP_116193,NP_116193.2,NX_Q96SZ5,OMIM:611392,OTTHUMG00000018306,Q96SZ5,R-HSA-1430728,R-HSA-1614558,R-HSA-1614635,R-HSA-71291,UPI00001F8D78,chromosome 10 open reading frame 22,cysteamine dioxygenase,hsa:84890,uc001jmg.4
ADSS1	9606.ENSP00000333019	Adenylosuccinate synthetase isozyme 1; Component of the purine nucleotide cycle (PNC), which interconverts IMP and AMP to regulate the nucleotide levels in various tissues, and which contributes to glycolysis and ammoniagenesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP.	https://smart.embl.de/smart/DDvec.cgi?smart=500:Adenylsucc_synt(105|498)+	122622,2GJO,6.3.4.4,AAH32039.1,AAH47904.1,AAK67646.1,ADSS1,ADSS1-201,ADSS1-202,ADSS1-203,ADSS1-204,ADSS1-205,ADSS1-206,ADSS1-207,ADSS1-208,ADSS1-209,ADSS1-210,ADSS1-211,ADSS1-212,ADSSL1,AK095921,AL583722,AMPSase 1,AY037159,AdSS 1,AdSSL1,Adenylosuccinate synthase,Adenylosuccinate synthase 1,Adenylosuccinate synthetase isozyme 1,Adenylosuccinate synthetase, basic isozyme,Adenylosuccinate synthetase, muscle isozyme,Adenylosuccinate synthetase-like 1,BAC04649.1,BC032039,BC047904,BX248286,CAD62614.1,CCDS9990,CCDS9990.1,CCDS9991,CCDS9991.1,EC 6.3.4.4,ENSG00000185100,ENSP00000331260,ENSP00000333019,ENSP00000450433,ENSP00000450759,ENSP00000452303,ENSP00000473778,ENST00000330877,ENST00000330877.6,ENST00000332972,ENST00000332972.9,ENST00000553540,ENST00000553540.5,ENST00000553580,ENST00000553580.1,ENST00000554281,ENST00000554281.1,ENST00000554657,ENST00000554657.1,ENST00000555486,ENST00000555674,ENST00000555674.1,ENST00000555884,ENST00000555884.6,ENST00000556623,ENST00000556623.1,ENST00000557271,ENST00000557271.5,ENST00000557582,ENST00000557582.5,FLJ38602,G3V232,G3V2N1,G3V5D8,HGNC:20093,IMP--aspartate ligase 1,M-type adenylosuccinate synthetase,MPD5,NM_001320424,NM_001320424.1,NM_152328,NM_152328.4,NM_199165,NM_199165.2,NP_001307353,NP_001307353.1,NP_689541,NP_689541.1,NP_954634,NP_954634.1,NX_Q8N142,OMIM:612498,OTTHUMG00000170818,PURA1_HUMAN,Q86TT6,Q8N142,Q8N714,R-HSA-1430728,R-HSA-15869,R-HSA-73817,R-HSA-8956320,UPI000000DC76,UPI00001D6A2D,UPI00001FDCDA,UPI0001EE9172,UPI00021CF38F,URS0000EA9968,URS0000EF5788,XM_006720026,XM_006720026.3,XM_011536412,XM_011536412.2,XP_006720089,XP_006720089.1,XP_011534714,XP_011534714.1,adenylosuccinate synthase 1,adenylosuccinate synthase like 1,hsa:122622,uc001ypd.5
